old_url,redirect_to,status_code,reason
/thuc-don-tuan-02-thang-06-tu-ngay-08062020-14062020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-06-tu-ngay-10062019-16062019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-07-2018-tu-ngay-09072018-10072018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-07-tu-ngay-08072019-14072019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-08-tu-ngay-12082019-18082019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-09-nam-2018-tu-17092018-21092018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-09-tu-ngay-09092019-15092019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-10-tu-ngay-07102019-13102019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-11-nam-2018-tu-12112018-18112018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-11-tu-ngay-11112019-17112019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-12-tu-ngay-9122019-15122019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-7-tu-ngay-06072020-12072020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-03-thang-01-tu-ngay-13012020-19012020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-03-thang-03-2018-tu-ngay-12032018-16032018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-03-thang-04-2018-tu-ngay-16042018-20042018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-03-thang-05-2018-tu-ngay-14052018-18052018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-03-thang-05-tu-ngay-18052020-24052020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-03-thang-06-2018-tu-ngay-18062018-22062018/,/,301,Legacy content merged into pillar page
